timestamp,BTC,ETH,LTC,XRP,STR,XMR,DASH,BTS,MAID,FCT,DOGE,CLAM
2018-03-20 23:28:15.400284,0.06311398,0.01673212,0.02350007,-0.03349581,0.02139600,0.01857816,0.00094903,0.07857622,0.04468498,-0.03913333,0.00000000,0.09896521
2018-03-20 23:29:15.600727,0.06196060,0.01473864,0.02417283,-0.03324584,0.02679830,0.01978694,-0.00339343,0.07857622,0.04468498,-0.03913333,0.00000000,0.09860053
2018-03-20 23:30:15.825172,0.06311398,0.01627262,0.02086853,-0.03350000,0.02679830,0.01878695,-0.00339343,0.07857622,0.04468498,-0.03913333,0.00000000,0.09860053
